kalenderId;luftfeuchtigkeit;klavierstimmungVorher;klavierstimmungNachher;resonanzboden;stege;saiten;stimmwirbel;stimmstock;hammerkoepfe;mechanik;daempfer;tastatur;oberflaeche;rahmen;anmerkungen;oertlichkeit;transport;nacharbeit;zahlungsart;kostenvoranschlag
104954;;439,22;440; ;;;;;;;;;;;;;;;;false
104957;;437,24;440; ;;;;;;;;;;;;;;;;false
104961;;;; ;;;;;;;;;;;;;;;;false
105007;;;; ;;;;;Reparatur am 28.02.2019;;;;;;;;;;;false
105008;;;; ;;;;;;;;;;;;;;;;false
105014;;429,75;441,50; ;;;;;;;;;;;;;;;Rechnung;false
105016;;;; ;;;;;;;;;;;;;;;;false
105017;;429,35;442; ;;;;;;;;;;;;;;;Rechnung;false
105021;;437,94;440; ;;;;;;Regulierung Taste D01;;;;;;;;;Rechnung;false
105244;;;; ;;;;;;;;;;;;;;;;false
105251;;;; ;;;;;;;;;;;;;;;;false
105314;;438,45;438,454; ;;;;;;;;;;;;;;;;false
105316;;441,05;441,05; ;;;;;;;;;Braun;;KV Klanganlege;;;;;false
105372;;;; ;;;;;;;;;;;;;;;;false
105377;;;; ;;;;;;;;;;;;;;;;false
105434;;432,05;442; ;;;;;;;;;;;2. Termin vereinbart für 20.0.32019;;;;Bar bezahlt;false
105438;;426,35;442; ;;;Teilweise locker;;;Einige Regulierungen;;;;;Zu trockene Luft;;;;;false
105441;;;; ;;;;;;;;;;;;;;;;false
105477;;;; ;;;;;;;;;;;;;;;;false
105602;;;; ;;;;;;;;;;;;;;;;false
105670;;;; ;;;;;;;;;;;;;;;;false
105675;;439,18;439,18; ;;;;;;;;;;;;;;;Rechnung;false
105678;;438,74;441; ;;;;;;;;;;;;;;;;false
105681;40;439,5;440; ;;;;;;;;;;;;;;;;false
105682;;439,92;439,92; ;;;;;;;;;;;;;;;;false
105718;;;; rissig;;;locker/ tiefer schlagen möglich;;stark eingespielt;;;Elfenbein;;;;;;;;false
105735;;438,72;438,72; ;OK;;;;;;;;schwarz;;;;;;;false
105738;;;; ;;;;;;;;;;;;;;;;false
105741;;;; ;;;;;;;;;;;;;;;;false
105782;;;; ;;;;;;;;;;;;;;;;false
105794;;;; ;;;;;;;;;;;;;;;;false
105797;;439,34;439,37; ;;;sehr weich;;;;richten ca 12 Töne;;;;;;;;;false
105800;;438,35;440; ;;;;;;;;;;;;;;;Rechnung;false
105801;;441,37;441,37; ;;;;;;Richten;;;;;;;;;;false
105836;;;; ;;;;;;;;;;;;;;;;false
105838;;;; ;;;;;;;;;;;;;;;;false
105854;;427,34;427,34; ;;;;;;;;;;;;;;;;false
105858;;440;440; ;;;;;;;;;Schwarz;;;;;;;false
105860;;440;440; ;;;;;;;;;;;;;;;;false
105861;;432,05;442; ;;;;;;;;;;;;;;;Rechnung;false
105913;;435,35;441; ;;;;;;Regulation wäre gut;;;;;;;;;;false
105915;;;; ;;;;;;;;;;;;;;;;false
106097;;438,75;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
106100;;438,5;438,5; ;;;;;;;;;;;zu trockene Luft;;;;;false
106140;;;; ;;;;;;;;;;;;;;;;false
106153;;439,85;439,85; ;;;;;;;;;;;;;;;;false
106158;;432,8;440; ;;;;;;;;;;;sehr trockene Luft;;;;Rechnung;false
106215;;435,9;444/442; ;;;;;;;;;;;;;;;;false
106216;;;; ;;;;;;;;;;;;;;;;false
106265;;;437; ;;;;;;;;;;;;;;;Bar bezahlt;false
106268;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
106277;;;; ;;;;;;;;;;;;;;;;false
106282;;;; ;;;;;;;;;;;;;;;;false
106327;;;410; ;;;;;;;;;;;;;;;Bar bezahlt;false
106329;;438;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
106333;;436,25;443/442,21; ;;;;;;regulieren Bass;;;;;;;;;Bar bezahlt;false
106338;;436,30;436,30; ;;;;;;;;;;;;;;;Rechnung;false
106504;;;; ;;;;;;;;;;;;;;;;false
106506;;;; ;;;;;;;;;;;;;;;;false
106511;;435;440; ;;;;;;;;;;;;;;;;false
106514;;;; ;;;;;;;;;;;;;;;;false
106517;;438,34;442440; ;;;;;;Dis gerichtet;;;;;;;;;Rechnung;false
106520;39;433,02;433,02; ;;;;;;;;;;;;;  ,0;;Bar bezahlt;false
106573;;438,20;440; ;;;;;;Regulierung Ausstossung;Regulieren;;;;;;;;;false
106576;;438,12;441; ;;;;;;;;;;;;;;;;false
106579;;441,35;441,35; ;;;;;;;;;;;;;;;;false
106582;;;; ;;;;;;;;;;;;;;;;false
106618;;;; ;;;;;;;;;;;;;;;;false
106635;41;438,56;440; ;;;;;sollten reguliert werden.;;;;Braun;;;;;;Bar bezahlt;false
106637;;437,57;440; ;;;;;;Einbau und stimmebn;Kleine Regulierung;;;;Richten Piano-Pedal;;;;;false
106641;;440,85;440,85; ;;;;;;;;;;;;;;;Bar bezahlt;false
106642;;;; ;;;;;;;;;;;;;;;;false
106688;;430;435; ;;;;;;;;;;;;;;;;false
106693;;441,36;441,50; ;;;;;;;;;;;;;;;;false
106696;;;; ;;;;;;;;;;;;;;;;false
106698;;;; ;;;;;;;;;;;;;;;;false
106924;;;; ;;;;;;;;;;;;;;;;false
106926;;;; ;;;;;;;;;;;;;;;;false
106931;;;; ;;;;;;;;;;;;;;;;false
106933;;;; ;;;;;;;;;;;;;;;;false
106937;;;; ;;;;;;;;;;;;;;;;false
106941;;;; ;;;;;;;;;;;;;;;;false
106973;;;; ;;;;;;;;;;;;;;;;false
106995;;;; ;;;;;;;;;;;;;;;;false
106998;;;; ;;;;;;;;;;;;;;;;false
107001;;;; ;;;;;;;;;;;;;;;;false
107041;;;; ;;;;;;;;;;;;;;;;false
107042;;;; ;;;;;;;;;;;;;;;;false
107053;;;; ;;;;;;;;;;;;;;;;false
107057;;429,75;443/441,50; ;;;;;;;;;;;schwarz;;;;;false
107062;;;; ;;;;;;;;;;;;;;;;false
107114;;;; ;;;;;;;;;;;;;;;;false
107119;;;; ;;;;;;;;;;;;;;;;false
107122;;;; ;;;;;;;;;;;;;;;;false
107162;;;; ;;;;;;;;;;;;;;;;false
107171;;;; ;;;;;;;;;;;;;;;;false
107174;;;; ;;;;;;;;;;;;;;;;false
107177;;422,42;442; ;;;;;;;;;;;;;;;;false
107282;;;; ;;;;;;;;;;;;;;;;false
107344;;;; ;;;;;;;;;;;;;;;;false
107348;;;; ;;;;;;;;;;;;;;;;false
107356;;439,94;440; ;;;;;;;;;;;;;;;;false
107360;;442,23;442,23; ;;;;;;;;;;;;;;;Rechnung;false
107414;;441,30;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
107417;;;; ;;;;;;;;;;;;;;;;false
107421;;439,85;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
107422;;;; ;;;;;;;;;;;;;;;;false
107472;;;; ;;;;;;;;;;;;;;;;false
107474;;428;428; ;;;;;;;;;;;Zustand schlecht allgemein.;;;;Bar bezahlt;false
107478;;438,85;440; ;;;;;;rechter Anschlag gis /a/s1;;;;;;;;;Bar bezahlt;false
107481;;;; ;;;;;;;;;;;;;;;;false
107525;;;; ;;;;;;;;;;;;;;;;false
107528;;;; ;;;;;;;;;;;;;;;;false
107532;;440;440; ;;;;;;Ton cis repariert;;;;;;;;;Bar bezahlt;false
107534;;440;440; ;;;;;;;;;;;Hydrocelstab montiert.;;;;Bar bezahlt;false
107539;;439,92;439,92; ;;;;;;;;;;;;;;;;false
107541;;;; ;;;;;;;;;;;;;;;;false
107584;;;; ;;;;;;;;;;;;;;;;false
107597;;;; ;;;;;;;;;;;;;;;;false
107601;;;; ;;;;;;;;;;;;;;;;false
107774;;;; ;;;;;;;;;;;;;;;;false
107777;;437,30;440; ;;;;;;;;;;;;;;;;false
107781;;;; ;;;;;;;;;;;;;;;;false
107833;;;; ;;;;;;;;;;;;;;;;false
107840;;441;441; ;;;;;;;;;;;;;;;;false
107894;;437,96;440; ;;;;;;;;;weis;;;;;;;false
107897;;;; ;;;;;;;;;;;;;;;;false
107901;;437,20;440; ;;;;;;;;;;;;;;;;false
107944;;;; ;;;;;;;;;;;;;;;;false
107955;;415;415; ;;;Alle Festgeschlagen;;;;;;;;;;;;;false
107957;;439,51;440; ;;;;;;;;;;;;;;;;false
108005;;;; ;;;;;;;;;;;;;;;;false
108011;;;440; ;;;;;;;;;;;;;;;;false
108186;;;; ;;;;;;;;;;;;;;;;false
108195;;433,55;433,55,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ;;;;;;;;;;;;;;;Bar bezahlt;false
108199;;439,60;440; ;;;Sehr weich/Trocken;;;;;;Braun;;;;;;;false
108202;;;; ;;;;;;;;Kunststoff;Braun;;"G U T A C H T E N.
General-Sanierung Notwendig";;;;;false
108255;;440,94;440,94; ;;;;;;;;;;;;;;;;false
108260;;;; ;;;;;;;;;;;;;;;;false
108302;;;; ;;;;;;;;;;;;;;;;false
108314;;439,62;440; ;;;;;;;;;;;;;;;;false
108317;;432,05;442; ;;e-wechseln;;;;;;;Schwarz;;;;;;;false
108321;;410;410; ;;Kaputt;Kaputt;Kaputt;Überhold;;Überhold;Bein;Schwarz;;"Zusatnd - Kaputt
Stimmung ohne Erfolg";;;;;false
108362;;;; ;;;;;;;;;;;;;;;;false
108374;;442,40;442,40; ;;;;;;;;;;;;;;;;false
108378;;435,20;442; ;;;;;;;;;;;;;;;;false
108381;;;; ;;;;;;;;;;;;;;;;false
108415;;;; ;;;;;;;;;;;;;;;;false
108416;;;; ;;;;;;;;;;;;;;;;false
108418;;;; ;;;;;;;;;;;;;;;;false
108424;;;; ;;;;;;;;;;;;;;;;false
108435;;438,86;440; ;;;;;;;;;;;;;;;;false
108482;;;; ;;;;;;;;;;;;;;;;false
108673;;440,48;440,48; ;;;;;;;;;;;;;;;Rechnung;false
108675;;438,95;438,95; ;;verostet;sehr locker;;;;;;schwarz;;hält keine Stimmung;;;;Rechnung;false
108679;;439,30;439,30; ;;;;;;;;;;;;;;;Bar bezahlt;false
108735;;439,92;441; ;;;;;;;;;;;;;;;Bar bezahlt;false
108738;;;; ;;;;;;;;;;;"Moderator Filztausch
Reklamtion: E+D Tasten bleiben hängen,wurde behoben";;;;Bar bezahlt;false
108741;;;; ;;;;;;;;;;;;;;;;false
108773;;;; ;;;;;;;;;;;;;;;;false
108790;;437;438,5; ;;;;;;;;;;;;;;;;false
108795;;427,31;443,50; ;;;;;;;;;;;;;;;Bar bezahlt;false
108799;;436,16;436,16; ;;;;;;;;;;;;;;;Bar bezahlt;false
108801;;439,25;440; ;;;;;;Einige Regulierungen;;;;;;;;;Bar bezahlt;false
108848;;420,05;442; ;;Eine Seite fehlt eine angebrochen bei Stimmung;;;;Regulierung C;;;;;;;;;;false
108856;;439,76;439,76; ;;;;;;Kleine Regulierung;;;;;;;;;Rechnung;false
109030;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
109034;;;; ;;;;;;;;;;;;;;;;false
109038;;;; ;;;;;;;;;;;;;;;;false
109041;;440,95;440,95; ;;;;;;;;;;;;;;;;false
109075;;;; ;;;;;;;;;;;;;;;;false
109084;;;; ;;;;;;;;;;;;;;;;false
109095;;417,02;440; ;;;;;;;;;;;;;;;;false
109097;47;440,59;440,59; ;;;;;;;;;;;;;;;;false
109100;;;; ;;;;;;;;;;;;;;;;false
109144;;;; ;;;;;;;;;;;;;;;;false
109156;;;; ;;;;;;;;;;;;;;;;false
109205;;;410; ;;;Locker;;;;Oberdämpfung;;;;;;;;;false
109209;;;; ;;;;;;;;;;;;;;;;false
109212;;;; ;;;;;;;;;;;;;;;;false
109215;;;; ;;;;;;;;;;;;;;;;false
109220;;441,07;441; ;;;;;;;;;;;;;;;;false
109222;;384;384; ;;;;;;;;;;;;;;;Rechnung;false
109273;41;439,02;440; ;;;;;;;;;;;;;;;;false
109275;41;432,10;432,10; ;;;;;;;;;;;;;;;Rechnung;false
109278;;;; ;;;;;;;;;;;;;;;;false
109321;;;; ;;;;;;;;;;;;;;;;false
109452;;425;440; ;;;;;;;;;;;Untersetzer hiezu = € 85.00;;;;Bar bezahlt;false
109455;;439,65;441,25; ;;;;;;;;;;;;;;;Rechnung;false
109457;;427,94;442,5; ;;;;;;;;;;;;;;;Rechnung;false
109461;;439,38;440; ;;;;;;;;;;;Zusatz Resonanz bei dis,e1,f1;;;;;false
109497;;;; ;;;;;;;;Elfenot;Eiche dunkel;;Massuver Transportschaden;;;;;false
109500;;;; ;;;;;;;;;;;;;;;;false
109513;;431,20;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
109516;;439,82;440,50; ;;;;;;;;;Braun (Hell);;;;;;Bar bezahlt;false
109518;;436,95;436,95; ;;;;;;;;;;;;;;;Rechnung;false
109575;;;; ;;;;;;;;;;;;;;;;false
109579;;439,18;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
109581;;438,46;438,46; ;;;;;;;;;;;;;;;Bar bezahlt;false
109625;;;; ;;;;;;;;;;;;;;;;false
109628;;438;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
109632;;;; ;;;;;;;;;;;;;;;;false
109635;;;; ;;;;;;;;;;;;;;;;false
109639;;438,25;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
109642;;434,90;443; ;;;;;;;;;;;;;;;Bar bezahlt;false
109690;;;; ;;;;;;;;;;;;;;Erledigt;;false
109691;;;; ;;;;;;;;;;;OK;;;;;false
109751;;;; ;;;;;;;;;;;OK;;;;;false
109868;;;; ;;;;;;;;;;;;;;;;false
109870;;;440; ;;;;;;;;;;;;;;;;false
109875;;;; ;;;;;;;;;;;;;;;;false
109878;;;; ;;;;;;;;;;;;;;;;false
109881;;435,65;435,65; ;;;;;;;;;;;;;;;;false
109935;;437,20;441; ;;;;;;;;;Schwarz;;;;;;Rechnung;false
109938;;;; ;;;;;;;;;;;;;;;;false
109939;;437,59;437,59; ;;;;;;;;;;;;;;;;false
109975;;;; ;;;;;;;;;;;;;;;;false
110045;;;; ;;;;;;;;;;;;;;;;false
110048;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
110050;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
110054;34;439,60;439,60; ;;;sehr weich;;;;;;;;ganze Stimmung;;;;;false
110059;;437,70;437,70; ;;;;;;;;;;;;;;;Bar bezahlt;false
110061;;;; ;;;;;;;;;;;;;;;;false
110062;;438,75;441; ;;;;;;;;;;;Themp. 24,1/32%;;;;;false
110114;;;; ;;;;;;;;;;;;;;;;false
110288;;;; ;;;;;;;;;;;;;;;;false
110294;;443,23;443,23; ;;;;;;;;;;;;;;;Bar bezahlt;false
110297;;;; ;;;;;;;;;;;;;;;;false
110359;;430,45;442; ;;;;;;;;;;;Klavier wird wenig gespielt;;;;;false
110361;;439,58;439,58; ;;;;;Einige richten.;;;;;;;;;;Rechnung;false
110362;;438,20;440; ;;;;;;Sehr problematischer Zustand !!;;;;;;;;;Bar bezahlt;false
110416;;431,0;431,0; ;;;;;;;;;;;;;;;Rechnung;false
110418;;440,35;440,35; ;;;;;;Einige Regulierungen;;;;;;;;;Bar bezahlt;false
110420;;440,35;440,35; ;;;;;;;;;;;;;;;Rechnung;false
110453;;;; ;;;;;;;;;;;;;;;;false
110531;;;; ;;;;;;;;;;;;;;;;false
110711;;430;430; ;;;;;;;;;;;;;;;Bar bezahlt;false
110718;;440,64;440,64; ;;;;;;;;;;;Nachstimmung;;;;Bar bezahlt;false
110720;;442,41;442,41; ;;;;;;;;;Schwarz;;;;;;Bar bezahlt;false
110775;;;; ;;;;;;;;;;;;;;;;false
110778;;437,20;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
110781;;;; ;;;;;;;;;;;;;;;;false
110782;;432,04;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
110833;;440,81;440,81; ;;;;;;;;;;;;;;;Rechnung;false
110835;;437,70;440; ;;;;;;;;;;;;;;;;false
110837;;436,66;440; ;;;;;;;;;;;;;;;;false
110841;;;; ;;;;;;;;;;;;;;;Rechnung;false
110885;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
110890;;442;442; ;;;;;;;;;;;;;;;;false
110896;;;; ;;;;;;;;;;;;;;;;false
110898;;431,20;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
110901;;;; ;;;;;;;;;;;;;;;;false
110902;;438,34;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
110934;;;; ;;;;;;;;;;;;;;;;false
110945;;430;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
110948;;433;440; ;;;;;;Gas Zungenfeder kaputt;;;;;;;;;;false
110951;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
111125;;;436; ;;;;;;Mechanik wurde mitgenommen . Prei s€ 2110,00 inkl.;;;;;;;;;Bar bezahlt;false
111128;;;436; ;;;;;;;;;;;;;;;Bar bezahlt;false
111138;;438,36;438,36; ;;;ziemlich weich;;;;;;Braun;;;;;;Rechnung;false
111139;;;; ;;;;;;;;;;;;;;;;false
111142;;432,04;442; ;;C abgegebrochen bei Stimmung;;;;;;;;;;;;;Bar bezahlt;false
111195;;427,30;442,50; ;;B1 abgerissen bei der Stimmung;B1 ausgebaut zu locker;;;;;;;;;;;;Bar bezahlt;false
111199;;437,09;440,47; ;;;;;;;;;;;;;;;Bar bezahlt;false
111202;;440,82;440,82; ;;;;;;;;;;;;;;;Rechnung;false
111255;;440,57;442,37; ;;;;;;;Behandlung A2 mit Lp;;;;;;;;Bar bezahlt;false
111256;;440,57;440,57; ;;;;;;;Behandlung A2mit CLP;;schwarz;;;;;;Bar bezahlt;false
111260;;;; ;;;;;;;;;;;;;;;;false
111304;;;440; ;;;;;;;;;;;;;;;Rechnung;false
111307;;;; ;;;;;;;;;;;;;;;;false
111309;;;; ;;;;;;;;;;;;;;;;false
111362;;;; ;;;;;;;;;;;;;;;;false
111564;;432;438; ;;;;;;;;polieren;;;;;;;Bar bezahlt;false
111600;;;; ;;;;;;;;;;;;;;;;false
111625;;435;440; ;;;;;;;;Kleben;;;;;;;;false
111656;;;; ;;;;;;;;;;;;;;;;false
111658;;;; ;;;;;;;;;;;;;;;;false
111659;;;; ;;;;;;;;;;;;;;;;false
111685;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
111688;;;380; ;;;Geht nicht wegen Metall Bei..(sehr leicht;;;;;;;;wurde nach Rep.nie gestimmt.;;;;Rechnung;false
111713;;;; ;;;;;;;;;;;;;;;;false
111744;;430;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
111748;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
111985;;441;442; ;;Rost;Zu leicht;;;;;Braucht Rep.;;;;;;;Bar bezahlt;false
112018;;;; ;;;;;;;;;;;;;;;;false
112043;;;; ;;;;;;;;;;;;;;;;false
112045;;442;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
112049;;;; ;;;;;Sehr schlecht;;;;;;;;;;Bar bezahlt;false
112052;;441;442; ;;;;;;;;;;;von uns vor 7 jahren rest.;;;;Bar bezahlt;false
112103;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
112105;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
112107;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
112109;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
112111;;;; ;;;;;Rep.;;;;;;;;;;;false
112140;;;; ;;;;;;;;;;;;;;;;false
112142;;;; ;;;;;;;;;;;;;;;;false
112164;;;;Schaden;;;Schlecht;;;;;Schlecht;weis;;;;;;Bar bezahlt;false
112167;;337;441; ;;;;;;;;;;;;;;;Bar bezahlt;false
112170;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
112224;;;; ;;schlecht;sehr schlecht;;;;;;;;;;;;Bar bezahlt;false
112228;;;; ;;;;;;;;;;;;;;;;false
112385;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
112395;;438,15;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
112398;;437,26;437,26; ;;;;;;;;;;;;;;;Bar bezahlt;false
112402;;437,16;440; ;;;Einige tiefer geschlagen;;;;;;;;Bitte Beine richten (Klavier wackelt);;;;Bar bezahlt;false
112455;440;;438,65; ;;;;;;;;;;;;;;;Bar bezahlt;false
112457;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
112514;;438,97;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
112518;;438,86;438,86; ;;;;;;;;;;;;;;;Bar bezahlt;false
112520;;419,55;443; ;;;;;;;;;Schwarz;;;;;;Bar bezahlt;false
112521;;;; ;;;;;;;;;;;;;;;;false
112522;;;; ;;;;;;;;;;;;;;;;false
112564;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
112568;;437;437; ;;;;;;;;;;;;;;;Bar bezahlt;false
112570;;;; ;;;;;;;;;;;;;;;;false
112575;;440,50;440,50; ;;;;;;;;;;;;;;;Bar bezahlt;false
112578;;;; ;;;;;;;;;;;;;;;;false
112581;;;; ;;;;;;;;;;;;;;;;false
112582;;;; ;;;;;;;;;;;;;;;;false
112876;;441;440; ;;;;;;;;;;;;;;;Rechnung;false
112878;;;; ;;;;;;;;;;;;;;;;false
112880;;;; ;;;;;;;;;;;;;;;;false
112938;;;; ;;;;;;;;;;;;;;;;false
112940;;;; ;;;;;;;;;;;;;;;;false
112942;;;; ;;;;;;;;;;;;;;;;false
112985;;;; ;;;;;;;;;;;;;;;Rechnung;false
112999;;;; ;;;;;;;;;;;;;;;;false
113001;;;; ;;;;;;;;;;;;;;;;false
113002;;;; ;;;;;;;;;;;;;;;;false
113053;;;; ;;;;;;;;;;;;;;;;false
113225;;;440; ;;;;;;;;;;;;;;;;false
113228;;;440; ;;;;;;;;;;;;;;;;false
113234;;419,12;430; ;;;;;;;;;;;;;;;Bar bezahlt;false
113241;;439,37;440; ;;;;;;;;;;;;;;;;false
113295;;424,32;434,32; ;;verrostet.;;;;;Teilweise schlecht;;;;;;;;Bar bezahlt;false
113298;;432,17;432,17; ;;;;;;;;;;;;;;;Bar bezahlt;false
113301;;417,50;417,50; ;;;;;;;;;;;;;;;Rechnung;false
113302;;438,93;440,50; ;;;;;;;;;;;;;;;Bar bezahlt;false
113355;;438,34;438,34; ;;;;;;;;;;;;;;;Bar bezahlt;false
113358;;434,17;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
113361;;441,38;441,38; ;;Saiet eingebaut.;;;;;;;;;;;;;Rechnung;false
113405;;;440; ;;;;;;;;;;;;;;;;false
113411;;438,20;440; ;;d dis1 eineh fi gis 1 Doppelseite umhängen;;;;;;;;;Bitte Seiten bringen!!!!;;;;Bar bezahlt;false
113415;;;; ;;;;;;;;;;;;;;;;false
113418;;437,65;440; ;;Saite eingebaut.;Sehr locker;;;;;;;;Trockene Luft;;;;Bar bezahlt;false
113421;;439,27;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
113698;;;; ;;;;;;;;;;;;;;;;false
114073;;438,90;440; ;;;;;;;;;;;;;;;Rechnung;false
114075;;408,02;408,02; ;;;Extrenm locker!;;;;;;;;;;;;;false
114078;;420,81;442,50; ;;;;;;;;;;;;;;;;false
114081;;433,10;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
114134;;419,20;442,50; ;;;;;;;;;;;2.Stimmung;;;;Rechnung;false
114135;;;; ;;;;;;;;;;;;;;;;false
114137;;;; ;;;;;;;;;;;;;;;;false
114139;;433,20;433,20; ;;;;;;;;;;;"2 Stimmung Blütner Flügel 435,20>435,20
Adresse Fürfanggasse 7 1190 Wien";;;;;false
114195;;437,70;440; ;;;;;;;;;;;;;;;Rechnung;false
114198;;440,47;440,47; ;;Saite eingebaut;;;;;;;;;;;;;;false
114201;;428,20;430; ;;;;;;;;;;;;;;;;false
114251;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
114255;;;; ;;;;;;;;;;;;;;;;false
114258;;;; ;;;;;;;;;;;;;;;;false
114261;;;; ;;;;;;;;;;;;;;;;false
114495;;;; ;;;;;;;;;;;;;;;;false
114497;;420,30;442; ;;;;;;;;;;;"Mechanik Überhlung im Herbst !!
Kunde ruft an.";;;;;false
114501;;438,70;440; ;;d dis einz. Fi gis 1 doppel Saite 1x Umhängen;;;;;;;;;;;;;;false
114555;;439,07;440; ;;;;;;;a richten (Leimen);;;;;;;;Bar bezahlt;false
114558;;441,62;41,62; ;;;;;;;;;;;Achtung Preis € 145,00;;;;Bar bezahlt;false
114615;;409,02;409,2; ;;;;;;;;;;;;;;;Bar bezahlt;false
114618;;440,71;440,71; ;;;;;;;;;;;;;;;Bar bezahlt;false
114621;;;; ;;;;;;;;;;;;;;;;false
114735;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
114775;;;; ;;;;;;;;;;;;;;;;false
114915;;438,20;438,20; ;;;;;;;;;;;ACHTUNG WILL NICHT MEHR  WEGEN STIMMTERMIN BEFRAGT WERDEBN;;;;;false
114921;;442,88;442,88; ;;;;;;;;;;;;;;;;false
114974;;438,31;440,50; ;;;;;;;;;;;"Mechanik Überholung notwendig.
Frau Thaler meldet sich von selbst.";;;;Bar bezahlt;false
114977;;435,49;440,5; ;;;sehr weich;;;;;;;;;;;;Bar bezahlt;false
114979;;443,80;443; ;;;;;;;;;;;;;;;Bar bezahlt;false
115022;;;; ;;;;;;;;;;;;;;;;false
115033;;;; ;;;;;;;;;;;;;;;;false
115038;;338,20;338,20; ;;;;;;Einige Regulierungen;;;;;Richten,Pianopedal,Dis ? Pedal;;;;Rechnung;false
115041;;401,83;420;;;;;;;;;;;;sehr verstimmt;;;;Bar bezahlt;false
115095;;422,68;422,68; ;;;;;;;;;;;;;;;;false
115101;;441;441; ;;;;;;;;;;;;;;;Bar bezahlt;false
115153;;;; ;;;;;;;;;;;;;;;;false
115156;;439,58;440; ;;;;;;;;;;;;;;;Rechnung;false
115202;;;; ;;;;;;;;;;;;;;;;false
115343;;438;440; ;;Rost;;;;;;;;;;;;;Rechnung;false
115345;;425;428; ;;;;;;;;;;;;;;;Bar bezahlt;false
115348;;;; ;;;Manche sind zu leicht;;;;;;;;;;;;Rechnung;false
115403;;435;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
115405;;422;428; ;;;;;;;;;;;;;;;Bar bezahlt;false
115465;;425;430; ;;;;;;;;;;;;;;;Bar bezahlt;false
115468;;438;440; ;;;;;;;;Putzen;;;;;;;Bar bezahlt;false
115525;;428;433; ;;;;;;;;;;;;;;;Rechnung;false
115530;;414;418; ;;Rost;;;;Rost auf Mechanik;;;;;;;;;Bar bezahlt;false
115532;;432;436; ;;;;;;Regulierung;;;;Bube;;;;;Bar bezahlt;false
115585;;410;412; ;;;;;;;;;;;;;;;Bar bezahlt;false
115745;;;437; ;;;;;;;;;;;;;;;;false
115748;;;430; ;;;;;;;;;;;;;;;;false
115751;;;; ;;;;;;;;;;;;;;;;false
115757;;;; ;;;;;;;;;;;;;;;;false
115815;;439,17;440; ;;;;;;;;;;;;;;;Rechnung;false
115855;;;; ;;;;;;;;;;;;;;;;false
115875;;423;423; ;;;;;;Einige Regulierungen in Vistatnt;;;;;;;;;Rechnung;false
115881;;;; ;;;;;;;;;;;;;;;;false
115925;;;; ;;;;;;;;;;;;;;;;false
115935;;431,70;431,7; ;;;;;;;;;;;;;;;;false
115941;;432,25;432,25; ;;;;;;;;;;;;;;;Bar bezahlt;false
115990;;;; ;;;;;;;;;;;;;;;;false
115994;;431,17;431,17; ;;;;;;;;;;;Viele Regulierungen notwendig.;;;;Rechnung;false
116188;;;; ;;;;;;;;;;;;;;;;false
116191;;;; ;;;;;;;;;;;;;;;;false
116216;;;; ;;;;;;;;;;;;;;;;false
