kalenderId;luftfeuchtigkeit;klavierstimmungVorher;klavierstimmungNachher;resonanzboden;stege;saiten;stimmwirbel;stimmstock;hammerkoepfe;mechanik;daempfer;tastatur;oberflaeche;rahmen;anmerkungen;oertlichkeit;transport;nacharbeit;zahlungsart;kostenvoranschlag
57543;;437;440; ;;;;;;;;;;;Info-wurde behoben!;;;;Bar bezahlt;false
57546;;;438; ;;;;;;;;;;;Klavier neuwertig;;;;Bar bezahlt;false
57549;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
57609;;;; ;;;;;;;;;;;;;;;;false
57611;;;; ;;;;;;;;;;;;;;;;false
57654;;;; ;;;;;;;;;;;;;;;;false
57655;;;; ;;;;;;;;;;;;;;;;false
57658;;;; ;;;;;;;;;;;;;;;;false
57784;;;435; ;;;;;;;;;;;Kunde hat Gutschein aus dem Jahr 2012 eingelöst;;;;;false
57841;;;; ;;;;;;;;;;;;;;;;false
57910;;435;440; ;;;;;;;;;;;2 x xgestimmt und Transport kassiert vom Keller in EG;;;;;false
57961;;;; ;;;;;;;;;;;;;;;;false
57963;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
58027;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
58077;;;; ;;;;;;;;;;;;;;;;false
58204;;;; ;;;;;;mitgenommen, Achsen müssen getauscht werden.;;;;;Überholung kostet € 1.280,-- Barzahlung bei Lieferung;;;;;false
58208;;;440; ;;glatte Saite gerissen;;;;;;;;;Hydrocelstab eingebaut;;;;Bar bezahlt;false
58267;;439;440; ;;;;;;;;;;;Kunde erwünscht Rechnung!;;;;Bar bezahlt;false
58268;;;; ;;;;;;;;;;;Termin 15.11.2016 wurde abgesagt.;;;;;false
58381;;;; ;;;;;;;;;;;;;;;;false
58384;;438;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
58388;;;440; ;;;;;;Überholung;;;;;;;;;Bar bezahlt;false
58391;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
58444;;;; ;;;;;;;;;;;Lyra (Pedalkonstruktion) ist locker geworden und macht Nebengeräusche. Gehört in der Werkstatt geleimt.;;;;Bar bezahlt;false
58448;;;440; ;;;;;;;;;;;Klavier neuwertig;;;;Bar bezahlt;false
58451;;438;438; ;;;;;;;;;;;;;;;Bar bezahlt;false
58497;;;; ;;;;;;;;;;;;;;;;false
58624;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
58629;;435;440; ;;;;;;;;;;;;;;;Rechnung;false
58684;;;; ;;;;;;;;;;;;;;;;false
58744;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
58809;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
58864;;;440; ;;;;;;;;;;;;;;;;false
58869;;;440; ;;;;;;;;;;;Klavier Ok;;;;;false
59045;;;380; ;;;;;;;;;;;"Einbau Hydrocelstab 
Stimmung nachher 380 Hz (1 Ton tiefer)";;;;Bar bezahlt;false
59111;;;440; ;;;;;;;;;;;Klavier Ok;;;;Bar bezahlt;false
59225;;410;410; ;Oberdämpfung System;gerade Saiten Konstruktion;;;;;;;;;"Rchtig wäre nach der Stimmung 440Hz!
Reparatur investition  nicht empfohlen-kein hochwertiges Klavier";;;;Bar bezahlt;false
59230;;;; ;;;;;;;;erledigt;;;Einbau Hydrocelstab;;;;Bar bezahlt;false
59282;;;; ;;;;;;;;;;;;;;;;false
59284;;;442; ;;;;;;;;;;;"Tasten wurden nicht zum lackieren mitgenommen - beim nächsten Termin!!
Einbau Hydrocelstab";;;;Bar bezahlt;false
59292;;;440; ;;;;;;;;;;;;;;;Rechnung;false
59529;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
59531;;;443; ;;;;;;;;;;;;;;;Bar bezahlt;false
59591;;436;440; ;;;;;;;;;;;"Klavier neuwertig
100€ für 2.Stimmung wird im Jänner 2017 überwiesen!";;;;Bar bezahlt;false
59636;;;; ;;;;;;;;;;;;;;;;false
59644;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
59649;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
59695;;;; ;;;;;;;;;;;;;;;;false
59709;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
59712;;;; ;;;;;;;;;;;Termin wurde abgesagt-Frau Faucheret hat entbunden.;;;;;false
59885;;;; ;;;;;;;;;;;;;;;;false
59889;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
59891;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
59945;;;440; ;;;;;;;;;;;Einbau Hydrocelstab;;;;Bar bezahlt;false
59949;;;440; ;;;;;;;;;;;Klavier Ok;;;;Bar bezahlt;false
60005;;;; ;;;;;;;;;;;Einbau Hydrocelstab;;;;Bar bezahlt;false
60056;;;; ;;;;;;;;;;;;;;;;false
60306;;;440; ;;;;;;;;;;;Silent System funktioniert wieder richtig;;;;;false
60485;;435;440; ;;;;;;;;;;;2.Stimmung wäre notwendig;;;;Bar bezahlt;false
60489;;440;440; ;;;;;;;;;;;Klavier Ok;;;;;false
60490;;;; ;;;;;;;;;;;Pedal quietscht;;;;;false
60543;;438;440; ;;;;;;;;;;;Klavier Ok;;;;Bar bezahlt;false
60551;;;440; ;;;;;;;;;;;Bei nächsten Stimmtermin Hydrocelstab mitnehmen - Raum sehr trocken!;;;;Bar bezahlt;false
60593;;;; ;;;;;;;;;;;;;;;;false
60776;;;; ;;;;;;;;;;;;;;;;false
60788;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
60908;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
60960;;;; rissig;;;locker;;eingespielt;;;Elfenbein;;;;;;;;false
61145;;;; ;;;;;;;;;;;"Frau Arz trägt ein Hörgerät!
Einbau Hydrocelstab";;;;Bar bezahlt;false
61197;;;; ;;;;;;;;;;;;;;;;false
61198;;;; ;;;;;;;;;;;;;;;;false
61204;;;430; ;;;;;;;;;;;"Stimmung nur 430Hz-Richt wäre 440Hz
Es fehlt eine Lyraschraube mit Eisengewinde (90mm hoch,breite-druchmesser 10mm) bei nächsten Stimmtermin mitnehmen
kein Bedarf an Glasuntersetzer+Hydrocelstab";;;;Bar bezahlt;false
61209;;;; ;;;;;;;;;;;Klavier Ok;;;;Bar bezahlt;false
61264;;;410; ;;;;;;;;;;;;;;;Bar bezahlt;false
61329;;;440; ;;;;;;;;;;;Klavier Ok;;;;Bar bezahlt;false
61384;;;; ;;;;;;;;;;;Einbau Hydrocelstab 27.01.2017;;;;Bar bezahlt;false
61565;;;440; ;;;;;;;;;;;Mechanik wurde mitgenommen-wird überholt!;;;;;false
61566;;;; ;;;;;;;;;;;;;;;;false
61570;;;; ;;;;;;;;;;;Info- wurde erledigt!;;;;Bar bezahlt;false
61624;;;; ;;;;;;;;;;;;;;;;false
61685;;;440; ;;;;;;;;;;;;;;;;false
61688;;;; ;Basssteg kaputt;;;;;;;;;;Piano nicht stimmbar!;;;;Bar bezahlt;false
61800;;;; ;;;;;;;;;;;;;;;;false
61804;;;; ;;;;;;;;;;;Tasten - behoben;;;;;false
61807;;;440; ;;;;;;;;;;;Pedal Zug bei nächsten Termin mitnehmen.;;;;Erlagschein;false
61985;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
61989;;430;440; ;;;;;;;;;;;"2xgestimmt-2.Stimmung 115
Stimmung 135";;;;Bar bezahlt;false
62048;;;420; ;;;;;;;;;;;Taste und Pedal Reparatur;;;;Bar bezahlt;false
62050;;;; ;;;;;;;;;;;Saite wurde eingebaut.;;;;Bar bezahlt;false
62096;;;; ;;;;;;;;;;;;;;;;false
62099;;;; ;;;;;;;;;;;;;;;;false
62105;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
62108;;430;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
62162;;;; ;;;;;;;;;;;;;;;;false
62164;;;430; ;;;;;;;;;;;;;;;Bar bezahlt;false
62405;;435;440; ;;;;;;;;;;;Alter des Klavieres Cl.Bechstein ON 111085 herausfinden - wurde im Jahre 1915 gebaut.;;;;;false
62407;;443;440; ;;;;;;;;;;;Tastendeckel mitgenommen!;;;;;false
62455;;;; ;;;;;;;;;;;;;;;;false
62517;;;; ;;;;;;;;;;;;;;;;false
62524;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
62529;;;440;;;;;;;;;;;;Klavier Ok;;;;;false
62578;;;; ;;;;;;;;;;;;;;;;false
62584;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
62591;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
62635;;;; ;;;;;;;;;;;;;;;;false
62638;;;; ;;;;;;;;;;;;;;;;false
62695;;;; ;;;;;;;;;;;;;;;;false
62696;;;; ;;;;;;;;;;;;;;;;false
62824;;;437; ;;;;;;;;;;;Klavier neuwertig;;;;Bar bezahlt;false
62828;;;430; ;;;;;;;;;;;Klavier Ok;;;;Bar bezahlt;false
62993;;;; ;;;;;;;;;;;;;;;;false
63010;;438;440; ;;;;;;;;;;;Pedal repariert-gehört Intoniert;;;;Bar bezahlt;false
63012;;;440; ;;;;;;;;;;;;;;;;false
63054;;;; ;;;;;;;;;;;;;;;;false
63055;;;; ;;;;;;;;;;;;;;;;false
63056;;;; ;;;;;;;;;;;;;;;;false
63061;;;; ;;;;;;;;;;;;;;;;false
63297;;;; ;;;;;;;;;;;;;;;;false
63310;;;445; ;;;;;;;;;;;;;;;Bar bezahlt;false
63422;;;; ;;;;;;;;;;;;;;;;false
63425;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
63730;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
63775;;;; ;;;;;;;;;;;;;;;;false
63785;;;440; ;;Klavier OK;;;;;;;;;;;;;Bar bezahlt;false
63788;;430;440; ;;;;;;;behoben;;;;"Stimmung € 155
2.Stimmung € 125";;;;Bar bezahlt;false
63833;;;; ;;;;;;;;;;;;;;;;false
63834;;;; ;;;;;;;;;;;;;;;;false
63842;;;; ;;;;;;;;;;;;;;;;false
63843;;;440; ;;;;;;;;;;;Beim Boston Flügel sind im inneren Speicher falsche Lieder.;;;;Rechnung;false
63845;;436;438; ;Ok;alt;alt;Ok;alt;gehört überholt;alt;Elfenbein-schönem Zustand;schwarz;;;;;;Bar bezahlt;false
63848;;;; ;;;;;;;;;;;;;;;;false
63955;;;; ;;;;;;;;;;;;;;;;false
63957;;;; ;;;;;;;;;;;;;;;;false
64018;;;; ;;;;;;;;;;;;;;;;false
64090;;;; ;;;;;;;;;;;;;;;;false
64571;;434;434;Bei nächster Stimmung Werkzeug zur Resonanzbodenreinigung mitnehmen.;;;;;;;;;;;;;;;Bar bezahlt;false
64682;;;; ;;;;;;;;;;;;;;;;false
64685;;;; ;;;;;;;;;;;Behoben;;;;Bar bezahlt;false
64708;;420;440; ;;;;;;;;;;;"2 Tasten mitgenommen Belge neu h/c
2 Basssaiten zwecks Anfertigung";;;;Bar bezahlt;false
64748;;;420; ;;;;;;;;;;;;;;;Bar bezahlt;false
64765;;410;440; ;;;;;;;;;;;alles Ok;;;;Bar bezahlt;false
64768;;440;440; ;;;;;;;;;;;alles Ok;;;;Bar bezahlt;false
64925;;;; ;;;;;;;;;;;Deckel gebracht, Tränken;;;;Bar bezahlt;false
64929;;;; ;;;;;;;;;;;quietschen behoben;;;;;false
64932;;;415; ;;;;;;;;;;;Zustand gut;;;;Bar bezahlt;false
64973;;;; ;;;;;;;;;;;;;;;;false
64985;;420;440; ;;Saite mitgenommen;;;;;;;;;"Saite angefertigt - Saite=K:1,075 - Durchm.:1,9
Wird bei nächster Stimmung eingebaut oder wenn wir in der Nähe sind.";;;;Bar bezahlt;false
65100;;;; ;;;;;;;;;;;;;;;;false
65161;;;; ;;;;;;;;;;;;;;;;false
65218;;;; ;;;;;;;;;;;;;;;;false
65345;;;; ;;;;;;;;;;;Klavier Ok;;;;;false
65349;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
65457;;;; ;;;;;;;;;;;;;;;;false
65468;;436;436;gerissen - Nebengeräusche;;;;;;;;;;;;;;;Bar bezahlt;false
65484;;400;440; ;;;;;;;;;;;alles Ok;;;;Bar bezahlt;false
65517;;;; ;;;;;;;;;;;;;;;;false
65529;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
65580;;;; ;;;;;;;;;;;;;;;;false
65640;;;; ;;;;;;;;;;;;;;;;false
65847;;;443; ;;;;;;;;;;;;;;;;false
65849;;430;440; ;;;;;;;;;;;alles Ok;;;;Bar bezahlt;false
65904;;410;440; ;;;;;;;;;;;alles Ok;;;;Bar bezahlt;false
65944;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
65947;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
65966;;;440; ;;;;;;;;;;;alles Ok;;;;Bar bezahlt;false
65967;;;; ;;;;;;;;;;;;;;;;false
66002;;;; ;;;;;;;;;;;;;;;;false
66005;;;440; ;;;;;;;;;;;;;;;;false
66054;;;; ;;;;;;;;;;;;;;;;false
66185;;;440;zerissen;;;locker!;;alt;;;Elfenbein-perfekt;schwar-schön;;;;;;Bar bezahlt;false
66188;;;; ;;eingebaut;;;;;;;;;Taste hängt-behoben;;;;Bar bezahlt;false
66254;;;; ;;;;;;;;;;;"Spielhämmer abziehen
Mechanik reinigen";;;;;false
66256;;430;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
66257;;410;440; ;;;;;;;;;;;"Pedal wieder OK
Gesamt OK";;;;Rechnung;false
66261;;440;420; ;;;;;;;;;;;420 Hz - Kundenwunsch;;;;;false
66425;;;; ;;;;;;;;;;;Steg und Saite wird repariert inkl 2 x Stimmung + Transport;;;;;false
66609;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
66725;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
66844;;;440; ;;;;;;;;;;;Stimmung € 125 + € 30 Mehraufwand für Unterstellen;;;;Bar bezahlt;false
67024;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
67026;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
67030;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
67148;;;440; ;;;;;;;;;;;;;;;Rechnung;false
67204;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
67255;;;; ;;;;;;;;;;;;;;;;false
67257;;;; ;;;;;;;;;;;;;;;;false
67260;;;; ;;;;;;;;;;;;;;;;false
67265;;;443; ;;;;;;;;;;;;;;;Rechnung;false
67269;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
67317;;;; ;;;;;;;;;;;;;;;;false
67322;;;; ;;;;;;;;;;;;;;;;false
67504;;438;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
67507;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
67510;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
67565;;;440; ;;;;;;;;;;;MIDI Defekt behoben;;;;Bar bezahlt;false
67570;;;; ;;2 neue Baßsaiten eingebaut;teilweise getauscht;;;;;;;;Heizkörperfolie montiert, Stimmnägel x 3, i Tacker;;;;Bar bezahlt;false
67614;;;; ;;;;;;;;;;;;;;;;false
67617;;;; ;;;;;;;;;;;;;;;;false
67624;;;; ;;;;;;;;;;;;;;;;false
67627;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
67682;;;; ;;;;;;;;;;;;;;;;false
67688;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
67865;;;422; ;;;;;;;;;;;;;;;Bar bezahlt;false
67871;;;440; ;;;;;;;;;;;;;;;;false
67924;;;440; ;;;;;;;;;;;;;;;Rechnung;false
67927;;;440; ;;;;;;;;;;;;;;;;false
67935;;;; ;;;;;;;;;;;keine Stimmung möglich da es technisch reparaturbedürftig ist;;;;;false
67938;;435;440; ;;;;;;;;;;;alles Ok;;;;Bar bezahlt;false
67941;;;; ;;;;;;;;;;;Preis der Stimmung € 185. Stimmung  konnte nicht durchgeführt werden da die Stimmnägel nicht halte.;;;;;false
67987;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
68285;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
68288;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
68336;;;; ;;;;;;;;;;;;;;;;false
68344;;;443; ;;;;;;"Bei nächster Stimmung einige Achsen ausachsen
1 Stunde länger einplanen";;;;;;;;;Bar bezahlt;false
68347;;435;440; ;;;;;;;;;;;unbedingt öfter Stimmen lassen;;;;Bar bezahlt;false
68405;;;435; ;;;;;;;;;;;;;;;Bar bezahlt;false
68407;;;430; gerissen;Ok;alt;alt;Ok;alt - abgespielt;zum überholen;alt;Kunststoff;braun;;;;;;Bar bezahlt;false
68465;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
68471;;;440; ;;;;;;;;;;;Klavier neuwertig;;;;Bar bezahlt;false
68705;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
68755;;;; ;;;;;;;;;;;;;;;;false
68769;;;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
68835;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
68875;;;; ;;;;;;;;;;;;;;;;false
68946;;;443; ;;;;;;;;;;;;;;;;false
69310;;;; ;;;;;;;;;;;;;;;;false
69365;;;; ;;;;;;;;;;;Notenpult wurde montiert.;;;;;false
69366;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
69371;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
69545;;;440; ;;;;;;;;;;;;;;;Rechnung;false
69664;;429;429!!;gemessen;ok;alt;alt und locker, Stimmung auf 440 Hz nicht möglich;ok;schon abgespielt, sehr kurz;Standart, Bändchen kaputt;alt;Elfenbein - gehört gebleicht;schwarz;;;;;;Bar bezahlt;false
69785;;;; ;;;;;;;;;;;alles erledigt;;;;Bar bezahlt;false
70089;;;; ;;;;;;;;;;;;;;;;false
70096;;435;440; ;;;;;;;;;;;alles ok;;;;;false
70098;;444;444; ;;;;;;;;;;;;;;;;false
70145;;;440; ;;;;;;;;;;;"Lack ist beim Sockel abgesprungen-Foto
Notenpult vergessen wurde am 09.06.2017 eingebaut";;;;;false
70148;;;440; Ok;Ok;Ok;Ok;Ok;zum abzielen;zu regulieren;Ok;Elfenbein;schön;;beim nächsten Stimmtermin reinigen (ca.1 Stunde);;;;Bar bezahlt;false
70151;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
70152;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
70197;;;; ;;;;;;;;;;;;;;;;false
70200;;;; ;;;;;;;;;;;;;;;;false
70204;;;440; ;;;;;;;;;;;;;;;Rechnung;false
70206;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
70209;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
70564;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
70568;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
71034;;;; ;;;;;;;;;;;;;;;;false
71225;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
71285;;;440; ;;;;;;;;;;;Klavier neuwertig;;;;;false
71352;;;440; gerissen;;;locker;;;;;Elfenbein;;;;;;;;false
71648;;;; ;;;;;;;;;;;Einbau erledigt;;;;Bar bezahlt;false
71753;;;; ;;;;;;;;;;;;;;;;false
71825;;;; ;;;;;;;;;;;;;;;;false
72065;;;420; ;;;;;;;;Kunststoff;;;spielbar. Ist in original Zustand;;;;;false
72125;;;440; ;;;;;;;;;;;;;;;Erlagschein;false
72128;;430;440; Bei nächster Stimmung reinigen;;;;Werkzeug mitnehmen;;;alt;Elfenbein;Nuß;;;;;;Erlagschein;false
72132;;;443; ;;;;;;;;;;;;;;;;false
72175;;;; ;;;;;;;;;;;;;;;;false
72177;;;; ;;;;;;;;;;;;;;;;false
72184;;;; ;;;;;;;;;;;;;;;;false
72190;;;; ;;;;;;;;;;;;;;;;false
72244;;;440; ;;;;;;;;;;;;;;;;false
72248;;;440; ;;;;;;;;;;;;;;;;false
72251;;;; ;;;;;;;;;;;;;;;;false
72267;;;; ;;;;;;;;;;;;;;;;false
72484;;;; ;;;;;;;;;;;Klavier neuwertig;;;;;false
72608;;;; ;;;;;;;;;;;;;;;;false
72671;;;; ;;;;;;;;;;;;;;;;false
72672;;;; ;;;;;;;;;;;;;;;;false
72730;;;440; ;;;;;;;;;;;;;;;;false
73025;;;420; ;;;;;;;;;;;;;;;;false
73084;;;440; ;;;;;;;;;;;Wurde vor 10 Jahren restauriert, Zustand gut;;;;;false
73445;;;; ;;;;;;Komplett überholt;;gewichtet und leichtgängig gemacht;;;;;;;;false
73804;;;440; ;;;teilweise locker;;;;;;;;;;;;Bar bezahlt;false
73808;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
73811;;;; ;;Nicht mehr stimmbar;;;;;nicht mehr funktionstauglich;;;;Oberdämpfung. Klavier ist am Ende!;;;;Bar bezahlt;false
73864;;;; ;;;;;;;;;;;Pedalteile mitnehmen!!!;;;;Bar bezahlt;false
74034;;;; ;;;;;;;;;;;;;;;;false
74038;;;; ;;;;;;;;;;;;;;;;false
74168;;;441; ;;;;;;;Feder getauscht;;;;;;;;Rechnung;false
74171;;;; ;;;;;;;;;;;;;;;;false
74213;;;; ;;;;;;;;;;;;;;;;false
74406;;;; ;;;;;;;;;;;;;;;;false
74454;;;; ;;;;;;;;;;;;;;;;false
74585;;426;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
74642;;;; ;;;;;;;;;;;;;;;;false
74648;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
74699;;;; ;;;;;;;;;;;;;;;;false
74705;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
74764;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
74767;;;; rissig;;alt;teilweise locker;;alt;Renner;alt;Elfenbein;schwarz;;;;;;Bar bezahlt;false
74815;;;; ;;;;;;;;;;;;;;;;false
75489;;;440; ;;;;;;;;;;;Hydroceelstab eingebaut;;;;;false
75491;;;440; ;;;;;;;;;;;;;;;Rechnung;false
75492;;;; ;;;;;;;;;;;;;;;;false
75544;;;; gerissen;ok;tot;locker;;sind neu;großes Service notwendig;sind neu;Elfenbein, sehr schön;Palisander;;KV für tech Rest geschickt;;;;Bar bezahlt;false
75664;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
75904;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
75962;;;; ;;;;;;;;;;;;;;;;false
76022;;;; ;;;;;;;;;;;;;;;;false
76025;;437;440; ;;;;;;;;;;;Klavier mindesten 1x jährlich stimmen lassen;;;;Bar bezahlt;false
76028;;;; ;;;;;;;;;;;;;;;;false
76266;;;440; ;;;;;;;;;;;;;;;;false
76747;;;443; ;;;;;;;;;;;;;;;;false
76931;;;; ;;;;;;;;;;;;;;;;false
77105;;;430; ;;;;;;;;;;;;;;;;false
77107;;;420; ;;;;;;;;;;;;;;;;false
77110;;;; ;;;;;;reguliert und intoniert;;;;;;;;;Bar bezahlt;false
77165;;;443,2; ;;;;;;;;;;;;;;;Bar bezahlt;false
77216;;;; ;;;;;;;;;;;;;;;;false
77347;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
77350;;;440; ;;;;;;;;;;;;;;;;false
77524;;;; ;;;;;;;;schwarze Tasten nach neu Lackierung wieder eingebaut;;;;;;;;false
77531;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
77646;;;440; ;;;;;;;;;;;;;;Intoniert und gestimmt;;false
77649;;;440; ;;;ok;;;reguliert und wieder eingebaut;;;;;sehr gutes Klavier;;;;;false
77705;;;440; ;;;;;;;;;;;;;;;;false
77765;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
77768;;;; ;;;;;;;;;;;;;;;;false
77945;;;; ;;;;;;;;;;;;;;;;false
78005;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
78020;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
78186;;;440; ;;;;;;;;;;;;;;;;false
78190;;;441; ;;;;;;;;;;;;;;erledigt!;;false
78364;;438;440; ;;;;;;;;;;;;;;;Rechnung;false
78424;;;; ;;;;;;;;;;;;;;;;false
78476;;;; ;;;;;;;;;;;;;;;;false
78483;;;; ;;;;;;;;;;;;;;;;false
78485;;;; ;;;;;;;;;;;Kunde reklamiert G und As;;;;Bar bezahlt;false
78488;;;; ;;;;;;;;;;;;;;;;false
78490;;;440; ;;;;;;;;;;;Zufrieden, hat uns Tochter vermittelt;;;;Bar bezahlt;false
78608;;;; ;;;;;;;;;;;;;;;;false
78611;;;; ;;;;;;;;;;;;;;;;false
78843;;;440; ;;;;;;;;;;;;;;;Rechnung;false
78847;;;444; ;;;;;wird noch intoniert;;;;;;;;;;Bar bezahlt;false
78895;;;; ;;;;;;;;;;;;;;;;false
78905;;440;; ;;;;;;Sollte überholt werden;;;;;;;;;Bar bezahlt;false
78911;;;440; ;;;;;;;;;;;;;;Erledigt;;false
78968;;;; ;;;;;;;;;;;Hydroceelstab eingebaut;;;;Rechnung;false
79024;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
79203;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
79208;;;; rissig;;;locker;;;;;Elfenbein;schwarz;;"ca 20Meter
Opus.: 95221/ Bj. 1917";;;;;false
79267;;;;gerissen;;alt;alt;;abgespielt;;alt;Elfenbein;nuß;;;;;;Bar bezahlt;false
79319;;;; ;;;;;;;;;;;;;;;;false
79324;;436;438; ;;;;;;;;;;;;;;;Bar bezahlt;false
79445;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
79448;;;433; ;;;;;;;;;;;;;;;Bar bezahlt;false
79676;;;; ;;;;;;;;;;;;;;;;false
79811;;;440; ;;;;;;;;;;;Hatte Gutschein;;;;;false
79870;;;440; ;;;;;;;;;;;Boden verschraubt und verleimt;;;;;false
80048;;;430; rissig;;alt;locker;;alt;Wiener;alt;Elfenbein;nuß;;;;;;Bar bezahlt;false
80106;;;; ;;;;;;;;;;;;;;;Rechnung;false
80112;;;; ;;;;;;Nachreguliert;;;;;;;;;;false
80165;;;; ;;;;;;;;;;;;;;;;false
80170;;;; ;;;;;;;;;;;2 x gestimmt;;;;;false
80465;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
80575;;;; ;;;;;;;;;;;;;;;;false
80585;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
80587;;;440; ;;;;;;;;;;;;;;;;false
80644;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
80705;;;433; ;;;;;;;;;;;;;;;Bar bezahlt;false
80706;;;437; ;;;;;;;;;;;;;;;Bar bezahlt;false
80710;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
80712;;;443; ;;;;;;;;;;;;;;;Bar bezahlt;false
80755;;;; ;;;;;;;;;;;;;;;;false
80949;;;; ;;;;;;;;;;;;;;;Rechnung;false
80951;;;; ;;;;;;;;;;;;;;;;false
81059;;;; ;;;;;;;;;;;;;;;;false
81064;;;; ;;;;;;;;;;;;;;;;false
81067;;;; ;;;;;;;;;;;;;;;;false
81122;;;; ;;;;;;;;;;;;;;;;false
81123;;;440; ;;;;;;;;;;;Hydroceelstab eingebaut;;;;Bar bezahlt;false
81125;;;; ;;;;;;;;;;;Hydroceelstab eingebaut;;;;Bar bezahlt;false
81128;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
81424;;;440; ;;;;;;;;;;;Hydroceelstab eingebaut;;;;Bar bezahlt;false
81428;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
81431;;;400; ;;;;;;;;;;;;;;;Bar bezahlt;false
81484;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
81488;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
